label,brightness,contrast,edge_density,width,height,aspect_ratio
roses,112.28390440538195,66.71592395098288,0.6128472222222222,320,213,1.5023474178403755
roses,41.94242415364583,54.7161053567991,0.2713758680555556,500,334,1.497005988023952
roses,82.13585796440971,49.95222510031733,0.4779730902777778,320,240,1.3333333333333333
roses,103.7327820095486,72.74734987299503,0.2815755208333333,320,223,1.4349775784753362
roses,101.64623665364583,60.880711679925135,0.5940755208333334,159,240,0.6625
roses,155.74876171875,55.64791395942202,0.6817491319444444,320,240,1.3333333333333333
roses,110.16121766493055,50.97403253723968,0.4481336805555556,500,333,1.5015015015015014
roses,60.283173828125,33.42212777419464,0.5213758680555556,500,333,1.5015015015015014
roses,121.27647667100695,82.30694437580642,0.5636935763888888,320,228,1.4035087719298245
roses,171.95600358072917,22.76212311063678,0.05262586805555555,320,240,1.3333333333333333
roses,28.334926974826388,46.47180499438771,0.18587239583333334,500,313,1.597444089456869
roses,151.52524696180555,41.20000471784469,0.2253689236111111,500,333,1.5015015015015014
roses,148.44466547309028,43.824030899435776,0.4676649305555556,320,263,1.2167300380228137
roses,136.88441634114582,54.165834593822964,0.8631727430555556,224,240,0.9333333333333332
roses,136.24601963975692,66.11815235338129,0.4012586805555556,320,240,1.3333333333333333
roses,117.81417404513887,44.81330638024482,0.3241102430555556,500,375,1.3333333333333333
roses,169.98976161024308,51.834587848251864,0.5913628472222222,164,240,0.6833333333333333
roses,106.47332573784722,39.52261869732899,0.4123263888888889,320,245,1.3061224489795915
roses,62.62465364583334,46.69634475317694,0.6845703125,500,333,1.5015015015015014
roses,95.40081336805555,64.73289474670575,0.6299913194444444,500,333,1.5015015015015014
roses,109.66479622395833,58.96391516266938,0.3731553819444444,159,240,0.6625
roses,112.75110677083333,42.938504231090775,0.5596788194444444,320,240,1.3333333333333333
roses,93.02422482638889,39.98661883328388,0.3732638888888889,500,333,1.5015015015015014
roses,87.64266992187498,62.855010922809825,0.4480251736111111,163,240,0.6791666666666667
roses,82.96032671440973,55.4353127381123,0.3842230902777778,320,262,1.2213740458015268
roses,73.20014029947917,46.57284769997362,0.4135199652777778,224,240,0.9333333333333332
roses,84.7948581814236,64.4743566142339,0.6725260416666666,500,264,1.893939393939394
roses,71.60696397569444,46.883539828723805,0.3754340277777778,500,345,1.4492753623188406
roses,70.27524999999999,35.83357845838821,0.5579427083333334,320,240,1.3333333333333333
roses,128.1723943142361,70.17290101609183,0.6810980902777778,500,335,1.492537313432836
roses,171.4251048177083,35.795245924109004,0.248046875,320,256,1.25
roses,78.5240134548611,77.54456765093471,0.3528645833333333,320,213,1.5023474178403755
roses,111.70689756944445,48.17042994966204,0.5837673611111112,500,375,1.3333333333333333
roses,183.9667111545139,69.29414456782023,0.4226345486111111,500,284,1.7605633802816902
roses,94.59637402343749,29.851283906591583,0.4096137152777778,320,232,1.3793103448275863
roses,89.1495310329861,60.4531716771426,0.5989583333333334,500,333,1.5015015015015014
roses,141.14635340711806,52.373772869754426,0.6687282986111112,500,375,1.3333333333333333
roses,229.51595334201386,17.145112469335036,0.10069444444444445,320,213,1.5023474178403755
roses,25.735885199652778,34.47257580583239,0.20225694444444445,500,331,1.5105740181268883
roses,77.01593511284722,41.99607714521602,0.4466145833333333,320,240,1.3333333333333333
roses,93.13818131510416,48.14967831869037,0.4568142361111111,500,332,1.5060240963855422
roses,108.99450271267362,54.39493170273392,0.4722222222222222,320,213,1.5023474178403755
roses,114.76514680989582,65.158446396382,0.5911458333333334,500,332,1.5060240963855422
roses,104.6218235677083,39.88370039068409,0.3897569444444444,320,240,1.3333333333333333
roses,77.22629600694444,64.11147364938103,0.4676649305555556,500,375,1.3333333333333333
roses,102.46316319444445,63.65138435686545,0.4733072916666667,500,329,1.5197568389057752
roses,104.46571158854165,73.09672524877708,0.4458550347222222,500,333,1.5015015015015014
roses,105.26777484809028,65.77403057305749,0.5592447916666666,500,333,1.5015015015015014
roses,111.11143370225695,69.69509380130272,0.7209201388888888,320,240,1.3333333333333333
roses,63.08527734374999,54.02645759860409,0.7339409722222222,320,244,1.3114754098360657
roses,68.51655447048611,85.85787105781614,0.3260633680555556,320,241,1.3278008298755186
roses,28.491652777777777,42.88955996905644,0.3011067708333333,320,231,1.3852813852813852
roses,107.79203179253471,52.441491880470835,0.7338324652777778,500,392,1.2755102040816326
roses,119.35139095052084,69.36613756364815,0.5412326388888888,320,267,1.198501872659176
roses,46.54923838975694,64.05085805670404,0.4122178819444444,320,240,1.3333333333333333
roses,65.48832139756944,70.75646394632437,0.5192057291666666,320,256,1.25
roses,35.22920768229167,30.90761256078729,0.1361762152777778,320,240,1.3333333333333333
roses,140.91601128472223,56.65037912112074,0.3640407986111111,320,229,1.3973799126637554
roses,103.65304492187501,36.53228686443392,0.4683159722222222,320,240,1.3333333333333333
roses,107.81656087239583,58.0234506923446,0.5677083333333334,180,240,0.75
roses,120.44904676649305,73.58094101861559,0.7014973958333334,240,240,1.0
roses,109.5534541015625,63.034783632602434,0.5258246527777778,500,334,1.497005988023952
roses,125.9606812065972,71.04197027112956,0.333984375,320,231,1.3852813852813852
roses,78.46417361111111,45.227691026089936,0.3646918402777778,500,375,1.3333333333333333
roses,84.73307638888889,56.76295665769206,0.5399305555555556,500,333,1.5015015015015014
roses,76.33354611545138,67.32219184030293,0.2776692708333333,500,333,1.5015015015015014
roses,149.37565907118056,59.552316634080356,0.2472873263888889,240,226,1.0619469026548674
roses,112.17647352430555,49.15567896203992,0.658203125,500,313,1.597444089456869
roses,137.23368023003474,56.44370253556988,0.6561414930555556,500,375,1.3333333333333333
roses,82.52069346788193,61.1932110819641,0.4320746527777778,500,325,1.5384615384615383
sunflowers,135.2005857204861,52.495707690787704,0.5577256944444444,500,291,1.718213058419244
sunflowers,139.25875651041667,64.44078428439808,0.5078125,500,334,1.497005988023952
sunflowers,124.89942881944444,33.037320174969665,0.6222873263888888,320,240,1.3333333333333333
sunflowers,104.6300300564236,57.91140135771423,0.4851345486111111,320,240,1.3333333333333333
sunflowers,116.76913216145833,49.32845452982818,0.7220052083333334,320,240,1.3333333333333333
sunflowers,96.33575737847224,57.62146996273708,0.4637586805555556,500,331,1.5105740181268883
sunflowers,116.3715476345486,46.16915395921607,0.4574652777777778,202,240,0.8416666666666667
sunflowers,99.78184320746527,46.955680762541874,0.5554470486111112,176,240,0.7333333333333333
sunflowers,126.16456694878472,47.72155785165568,0.6344401041666666,166,240,0.6916666666666667
sunflowers,116.68156184895832,53.85901669530628,0.3292100694444444,180,240,0.75
sunflowers,123.55793977864583,57.115173479383145,0.5838758680555556,214,240,0.8916666666666667
sunflowers,126.21916124131945,72.67061695564907,0.5441623263888888,320,220,1.4545454545454546
sunflowers,98.0279597439236,39.82247986388264,0.5602213541666666,320,238,1.3445378151260503
sunflowers,108.6277568359375,52.51961305340006,0.6973741319444444,180,240,0.75
sunflowers,131.14007248263886,77.51615822608653,0.5515407986111112,320,212,1.509433962264151
sunflowers,124.92837228732638,63.241013719032864,0.5167100694444444,320,240,1.3333333333333333
sunflowers,78.82748187934027,66.61485195812153,0.4922960069444444,500,235,2.127659574468085
sunflowers,118.54232421874998,50.69355289704439,0.7913411458333334,320,213,1.5023474178403755
sunflowers,133.32254578993056,39.20566435537469,0.5698784722222222,320,213,1.5023474178403755
sunflowers,82.91189040798609,67.70205248908917,0.5589192708333334,240,240,1.0
sunflowers,151.52969878472223,65.95520719914923,0.4618055555555556,180,240,0.75
sunflowers,159.62926909722222,75.59284479208942,0.46484375,500,348,1.4367816091954022
sunflowers,97.63833203125,52.34612836618006,0.5991753472222222,320,282,1.1347517730496457
sunflowers,86.63219346788193,49.93432974406857,0.5083550347222222,240,219,1.095890410958904
sunflowers,109.96521473524305,52.83806281011045,0.4926215277777778,500,333,1.5015015015015014
sunflowers,103.51262749565973,50.55999415254003,0.5736762152777778,159,240,0.6625
sunflowers,140.49201019965278,68.1588245318784,0.5794270833333334,320,240,1.3333333333333333
sunflowers,117.46807063802083,52.68443837936463,0.5533854166666666,500,333,1.5015015015015014
sunflowers,107.09306976996527,36.1310234764645,0.4802517361111111,320,238,1.3445378151260503
sunflowers,112.81241655815971,71.06852149754327,0.5935329861111112,179,240,0.7458333333333333
sunflowers,127.99398947482638,35.368430450561966,0.6229383680555556,320,200,1.6
sunflowers,156.05877430555554,56.81716188841652,0.4173177083333333,320,213,1.5023474178403755
sunflowers,116.85215842013888,40.70459877457274,0.5355902777777778,320,240,1.3333333333333333
sunflowers,106.7616372612847,35.63696081881163,0.205078125,500,332,1.5060240963855422
sunflowers,141.84793446180552,44.791184884100346,0.5213758680555556,320,240,1.3333333333333333
sunflowers,107.31093478732639,79.43956369492413,0.5101996527777778,500,291,1.718213058419244
sunflowers,109.15634982638889,62.257015492294755,0.6439887152777778,320,240,1.3333333333333333
sunflowers,151.52477962239584,57.12088503382128,0.3825954861111111,180,240,0.75
sunflowers,105.80582269965277,53.72452559200875,0.4076605902777778,320,240,1.3333333333333333
sunflowers,177.49313064236108,38.309657908476936,0.3310546875,500,333,1.5015015015015014
sunflowers,153.79443956163198,41.44488260820394,0.6151258680555556,320,200,1.6
sunflowers,69.3921396484375,41.921495329928135,0.3662109375,320,252,1.2698412698412698
sunflowers,78.103337890625,58.44827361102411,0.1999782986111111,500,375,1.3333333333333333
sunflowers,108.3212681206597,35.36913293566455,0.4012586805555556,180,240,0.75
sunflowers,106.06090494791665,46.89642966963452,0.6875,500,333,1.5015015015015014
sunflowers,117.79352463107638,60.37875148452397,0.5899522569444444,500,333,1.5015015015015014
sunflowers,106.83235101996527,47.888518813269286,0.5578342013888888,320,247,1.2955465587044537
sunflowers,127.15014463975695,68.26068572450359,0.4946831597222222,500,375,1.3333333333333333
sunflowers,143.796416015625,33.03041431211365,0.3315972222222222,320,243,1.316872427983539
sunflowers,132.2509445529514,47.58966122024157,0.5319010416666666,500,332,1.5060240963855422
sunflowers,132.73108094618055,69.78968861265562,0.490234375,320,240,1.3333333333333333
sunflowers,145.7579148220486,36.8353764811174,0.3514539930555556,240,228,1.0526315789473684
sunflowers,131.55171256510414,68.69268275007863,0.3705512152777778,159,240,0.6625
sunflowers,116.07374229600697,32.06982778790718,0.23719618055555555,320,213,1.5023474178403755
sunflowers,78.56368218315973,38.47175166959699,0.4441189236111111,320,213,1.5023474178403755
sunflowers,129.49450998263887,67.14838575039299,0.6312934027777778,500,333,1.5015015015015014
sunflowers,150.5196355251736,66.87899582354174,0.5655381944444444,320,236,1.3559322033898304
sunflowers,116.46076844618054,47.95591174817703,0.6838107638888888,195,240,0.8125
sunflowers,55.063660481770825,30.353385167853578,0.3273654513888889,500,333,1.5015015015015014
sunflowers,84.23509613715277,54.620747145719264,0.7000868055555556,240,217,1.1059907834101383
sunflowers,120.21844270833331,40.878882756454935,0.4444444444444444,320,229,1.3973799126637554
sunflowers,157.78201963975695,73.68545417156774,0.5951605902777778,320,224,1.4285714285714286
sunflowers,121.36957237413192,63.043138947583635,0.4654947916666667,320,240,1.3333333333333333
sunflowers,135.98410883246527,37.7424845535526,0.3170572916666667,320,218,1.4678899082568808
sunflowers,129.8921394314236,58.02752558184685,0.5079210069444444,320,252,1.2698412698412698
sunflowers,132.59188682725693,46.04241056475416,0.5789930555555556,180,240,0.75
sunflowers,96.94744856770834,54.09932139190499,0.5855034722222222,500,331,1.5105740181268883
sunflowers,117.44788151041666,60.301953366675065,0.7754991319444444,209,240,0.8708333333333333
