path,relative_path,label,width,height,aspect_ratio,mode,original_format,original_mode,exif_orientation,sha256,bytes,decode_status,duplicate_group
data/flower_photos/daisy/10841136265_af473efc60.jpg,data/flower_photos/daisy/10841136265_af473efc60.jpg,daisy,500,333,1.5015015015015014,RGB,JPEG,RGB,,21e23d6c5b98c9322af7f08ef72ada4e67cdad460300b74689ae2472a528ab11,62144,ok,
data/flower_photos/daisy/10993710036_2033222c91.jpg,data/flower_photos/daisy/10993710036_2033222c91.jpg,daisy,500,333,1.5015015015015014,RGB,JPEG,RGB,,ed79c7229a56353b0c35660ecea78f62b1dd39077b936ff1465c0685f1adad6f,170415,ok,
data/flower_photos/daisy/10993818044_4c19b86c82.jpg,data/flower_photos/daisy/10993818044_4c19b86c82.jpg,daisy,500,333,1.5015015015015014,RGB,JPEG,RGB,,02f0d147b8ba43329d4bae9108d6395126b67e1e8fd3018d2582f3aaa002d910,165918,ok,
data/flower_photos/daisy/10994032453_ac7f8d9e2e.jpg,data/flower_photos/daisy/10994032453_ac7f8d9e2e.jpg,daisy,500,333,1.5015015015015014,RGB,JPEG,RGB,,650fa826fd0345452c36e9132b7f040974add8e8fb14af1b3af2f043ab5b2455,165761,ok,
data/flower_photos/daisy/11023214096_b5b39fab08.jpg,data/flower_photos/daisy/11023214096_b5b39fab08.jpg,daisy,500,333,1.5015015015015014,RGB,JPEG,RGB,,1ff107c12c34077f1e4989de0285910934e30502f93b85bdd66f216be53eea2f,77494,ok,
data/flower_photos/daisy/11023272144_fce94401f2_m.jpg,data/flower_photos/daisy/11023272144_fce94401f2_m.jpg,daisy,159,240,0.6625,RGB,JPEG,RGB,,9e2c32cd02fe9a6e420cf0a6e1522e3b964fa739b46043b77b725759416c334d,17301,ok,
data/flower_photos/daisy/11023277956_8980d53169_m.jpg,data/flower_photos/daisy/11023277956_8980d53169_m.jpg,daisy,159,240,0.6625,RGB,JPEG,RGB,,7269b5a4667b944cbe5a35784b711b98fbb1655e7ab5e6df439e054150097cad,22046,ok,
data/flower_photos/daisy/11124324295_503f3a0804.jpg,data/flower_photos/daisy/11124324295_503f3a0804.jpg,daisy,500,309,1.6181229773462784,RGB,JPEG,RGB,,57368d245f2afa49bec0f8d6c3bc89b032418dd57cf003a9e3324a199c73ed1e,115327,ok,
data/flower_photos/daisy/1140299375_3aa7024466.jpg,data/flower_photos/daisy/1140299375_3aa7024466.jpg,daisy,500,334,1.4970059880239521,RGB,JPEG,RGB,,a97a16f21c5ea9dcb932e1b82fd24e39449512c11023c20a18a9679c06ed3251,120825,ok,
data/flower_photos/daisy/11439894966_dca877f0cd.jpg,data/flower_photos/daisy/11439894966_dca877f0cd.jpg,daisy,500,335,1.492537313432836,RGB,JPEG,RGB,,c8f155e6e75fb008ada59a6d642eed5894cbc174acfd7e9313a08e5e2561c0d8,151955,ok,
data/flower_photos/daisy/1150395827_6f94a5c6e4_n.jpg,data/flower_photos/daisy/1150395827_6f94a5c6e4_n.jpg,daisy,320,240,1.3333333333333333,RGB,JPEG,RGB,,604a0ed0ac6df7efc06e1721e3059ec0201f734c0de5691931920007e59e1336,36060,ok,
data/flower_photos/daisy/11642632_1e7627a2cc.jpg,data/flower_photos/daisy/11642632_1e7627a2cc.jpg,daisy,500,333,1.5015015015015014,RGB,JPEG,RGB,,efd482e0376b33a04f711c0b714548072d7e0e496edcdd30c4625f3f30a9c747,15225,ok,
data/flower_photos/daisy/11834945233_a53b7a92ac_m.jpg,data/flower_photos/daisy/11834945233_a53b7a92ac_m.jpg,daisy,193,240,0.8041666666666667,RGB,JPEG,RGB,,2e2aacb16bd2221997d9cb9ffc60715fd6c6b0b90e9dde0c3859ea8c7e3cffba,21481,ok,
data/flower_photos/daisy/11870378973_2ec1919f12.jpg,data/flower_photos/daisy/11870378973_2ec1919f12.jpg,daisy,500,332,1.5060240963855422,RGB,JPEG,RGB,,67e3b06f044df4170c2f30eeab4bc4a1f37dbcd211dac189b08514bb4f3bb765,92760,ok,
data/flower_photos/daisy/11891885265_ccefec7284_n.jpg,data/flower_photos/daisy/11891885265_ccefec7284_n.jpg,daisy,320,213,1.5023474178403755,RGB,JPEG,RGB,,9963cb44dd748b9f646708d687d29c2961583a28186ed401c8540f6cb59a7eb2,21335,ok,
data/flower_photos/daisy/12193032636_b50ae7db35_n.jpg,data/flower_photos/daisy/12193032636_b50ae7db35_n.jpg,daisy,320,212,1.509433962264151,RGB,JPEG,RGB,,9219235d651773aa8d67ee553564a4d531a1911547f88d07e77b18633251c7fc,36211,ok,
data/flower_photos/daisy/12348343085_d4c396e5b5_m.jpg,data/flower_photos/daisy/12348343085_d4c396e5b5_m.jpg,daisy,240,221,1.085972850678733,RGB,JPEG,RGB,,b99d46a3a39f96aa655bc18dc76a3e2315ff9133358f60f717f6b47e2a0965d4,21978,ok,
data/flower_photos/daisy/12585131704_0f64b17059_m.jpg,data/flower_photos/daisy/12585131704_0f64b17059_m.jpg,daisy,207,240,0.8625,RGB,JPEG,RGB,,b9159c6e8146c22eaf369443beda97ea85071af5ed55b1713999b72672405d7f,17851,ok,
data/flower_photos/daisy/12601254324_3cb62c254a_m.jpg,data/flower_photos/daisy/12601254324_3cb62c254a_m.jpg,daisy,240,240,1.0,RGB,JPEG,RGB,,14b8ba32bc7bdba73d32a3226c9efdb47445f4d2ae8737478dd59d8b1be37f6f,18229,ok,
data/flower_photos/daisy/1265350143_6e2b276ec9.jpg,data/flower_photos/daisy/1265350143_6e2b276ec9.jpg,daisy,500,375,1.3333333333333333,RGB,JPEG,RGB,,99db300c8408e89e22ca48238033ab44e02b4d0aa3d85ff6dc6e5fb64e766923,95511,ok,
data/flower_photos/daisy/12701063955_4840594ea6_n.jpg,data/flower_photos/daisy/12701063955_4840594ea6_n.jpg,daisy,320,240,1.3333333333333333,RGB,JPEG,RGB,,1f85a29a5c669d601a925abb0a1f9afbd587adee5bf280b1b5ebefebac6ef945,65337,ok,
data/flower_photos/daisy/1285423653_18926dc2c8_n.jpg,data/flower_photos/daisy/1285423653_18926dc2c8_n.jpg,daisy,320,240,1.3333333333333333,RGB,JPEG,RGB,,d885541afdbff7ac7b556900530cbc66689f3aad4ce7cc3d6195365e8e232704,31315,ok,
data/flower_photos/daisy/1286274236_1d7ac84efb_n.jpg,data/flower_photos/daisy/1286274236_1d7ac84efb_n.jpg,daisy,320,240,1.3333333333333333,RGB,JPEG,RGB,,41f37a50288bf3e5abba9b6f9b5579b3d8dfddf554850df58442ade0820caaaf,21379,ok,
data/flower_photos/daisy/12891819633_e4c82b51e8.jpg,data/flower_photos/daisy/12891819633_e4c82b51e8.jpg,daisy,500,333,1.5015015015015014,RGB,JPEG,RGB,,684bda85035d72709f651e6c6635d9679f42d25c354f18ba051c1b5982895d0b,65655,ok,
data/flower_photos/daisy/1299501272_59d9da5510_n.jpg,data/flower_photos/daisy/1299501272_59d9da5510_n.jpg,daisy,320,240,1.3333333333333333,RGB,JPEG,RGB,,09260b35c2853ac82b5405f49ff9b0028898da5dc94663b0dba31a89a3fd9560,35253,ok,
data/flower_photos/daisy/1306119996_ab8ae14d72_n.jpg,data/flower_photos/daisy/1306119996_ab8ae14d72_n.jpg,daisy,320,240,1.3333333333333333,RGB,JPEG,RGB,,57862a972cd8650e32d8261463ce42aef4df87a8ea55e2d7021c55856cda55f6,24463,ok,
data/flower_photos/daisy/1314069875_da8dc023c6_m.jpg,data/flower_photos/daisy/1314069875_da8dc023c6_m.jpg,daisy,240,223,1.0762331838565022,RGB,JPEG,RGB,,bd6101064e13c68c181be45fdff42ae311af5f0045a590ffea55d160b2eeadf4,21838,ok,
data/flower_photos/daisy/1342002397_9503c97b49.jpg,data/flower_photos/daisy/1342002397_9503c97b49.jpg,daisy,500,375,1.3333333333333333,RGB,JPEG,RGB,,454d73eb7fafbae6936193ff1c090c515be4568571a7a41b08f33bf4307476e3,99367,ok,
data/flower_photos/daisy/134372449_0f7166d96c_n.jpg,data/flower_photos/daisy/134372449_0f7166d96c_n.jpg,daisy,320,240,1.3333333333333333,RGB,JPEG,RGB,,f7b6c816a070925979cdc74d8abf71c3d267f7de0985504c36724082fcfb059c,97416,ok,
data/flower_photos/daisy/134409839_71069a95d1_m.jpg,data/flower_photos/daisy/134409839_71069a95d1_m.jpg,daisy,240,222,1.0810810810810811,RGB,JPEG,RGB,,57a71973404aa8c9aa4949830c2417c750c6075e168483424068d707c758f851,31422,ok,
data/flower_photos/daisy/1344985627_c3115e2d71_n.jpg,data/flower_photos/daisy/1344985627_c3115e2d71_n.jpg,daisy,320,240,1.3333333333333333,RGB,JPEG,RGB,,28a4c428e676e55de5d1bcff486278c6c2978860266bf47f54ea8305ccc9cec8,26666,ok,
data/flower_photos/daisy/13491959645_2cd9df44d6_n.jpg,data/flower_photos/daisy/13491959645_2cd9df44d6_n.jpg,daisy,320,221,1.4479638009049773,RGB,JPEG,RGB,,76413f2b747c3e8364e0f85352331cb895ee96c5b18b94522cff451e3c65908c,16729,ok,
data/flower_photos/daisy/1354396826_2868631432_m.jpg,data/flower_photos/daisy/1354396826_2868631432_m.jpg,daisy,180,240,0.75,RGB,JPEG,RGB,,69a3916a68f73b864f497e08f3d5b5cab9a424e77bfc557d460b150139cceb8c,23987,ok,
data/flower_photos/daisy/1355787476_32e9f2a30b.jpg,data/flower_photos/daisy/1355787476_32e9f2a30b.jpg,daisy,500,375,1.3333333333333333,RGB,JPEG,RGB,,f5530a39560f53b58f26676901836c6d243825d25d21749ce022e2d909efac98,62754,ok,
data/flower_photos/daisy/13583238844_573df2de8e_m.jpg,data/flower_photos/daisy/13583238844_573df2de8e_m.jpg,daisy,185,240,0.7708333333333334,RGB,JPEG,RGB,,eac9bc96f40e179bf04c60e7f87039e5eac04309c365a925dfc8012079398e60,20510,ok,
data/flower_photos/daisy/1374193928_a52320eafa.jpg,data/flower_photos/daisy/1374193928_a52320eafa.jpg,daisy,500,375,1.3333333333333333,RGB,JPEG,RGB,,7da3d78f1a5a896f66cdc4b19524e84825ae692ea8353602d031b0b698f11aee,102676,ok,
data/flower_photos/daisy/13826249325_f61cb15f86_n.jpg,data/flower_photos/daisy/13826249325_f61cb15f86_n.jpg,daisy,320,240,1.3333333333333333,RGB,JPEG,RGB,,00a8943f2fae6e3c4e64de2609ee25224c21ab0017396630622889f2f62dd510,34180,ok,
data/flower_photos/daisy/13901930939_a7733c03f0_n.jpg,data/flower_photos/daisy/13901930939_a7733c03f0_n.jpg,daisy,320,221,1.4479638009049773,RGB,JPEG,RGB,,156587ac6c8d01bc4857f1651183ba116bcb07d91b84d4df45676d80a3886d49,20752,ok,
data/flower_photos/daisy/1392131677_116ec04751.jpg,data/flower_photos/daisy/1392131677_116ec04751.jpg,daisy,500,375,1.3333333333333333,RGB,JPEG,RGB,,f9ce620c64a2b74136ec087f55ca46ffb8566f11b9efe889c7c63e01e2ad58a3,83038,ok,
data/flower_photos/daisy/1392946544_115acbb2d9.jpg,data/flower_photos/daisy/1392946544_115acbb2d9.jpg,daisy,500,375,1.3333333333333333,RGB,JPEG,RGB,,0bb80e4c51e14c3e1fafe3df12cbf7f94b634b48190bad8792b01496e0f4e613,135766,ok,
data/flower_photos/daisy/13953307149_f8de6a768c_m.jpg,data/flower_photos/daisy/13953307149_f8de6a768c_m.jpg,daisy,238,240,0.9916666666666667,RGB,JPEG,RGB,,97dd6fb7c61d2f5d09bdc7ed858c67d36046d753a83fc4c39489bf191f36c5a2,21726,ok,
data/flower_photos/daisy/1396526833_fb867165be_n.jpg,data/flower_photos/daisy/1396526833_fb867165be_n.jpg,daisy,320,240,1.3333333333333333,RGB,JPEG,RGB,,73d8ca5c2cc1cd948495cf0c6a5450d89e9556106f640998cc2872315e9324f9,37409,ok,
data/flower_photos/daisy/13977181862_f8237b6b52.jpg,data/flower_photos/daisy/13977181862_f8237b6b52.jpg,daisy,500,313,1.597444089456869,RGB,JPEG,RGB,,7298f53d1769c9ca41287fb14c9f60763861aaa9f0f166799bbbb4c52f3fc744,34316,ok,
data/flower_photos/daisy/14021430525_e06baf93a9.jpg,data/flower_photos/daisy/14021430525_e06baf93a9.jpg,daisy,500,333,1.5015015015015014,RGB,JPEG,RGB,,a730d0f51fd2275580a31e4d8a6d7f23b49c831d71eed585bb93a0325ac40215,60369,ok,
data/flower_photos/daisy/14073784469_ffb12f3387_n.jpg,data/flower_photos/daisy/14073784469_ffb12f3387_n.jpg,daisy,320,240,1.3333333333333333,RGB,JPEG,RGB,,129adec4948e37d2ca78dcd49a550daebd026dfe84f7d55f1b371a9a444a8528,39917,ok,
data/flower_photos/daisy/14087947408_9779257411_n.jpg,data/flower_photos/daisy/14087947408_9779257411_n.jpg,daisy,320,277,1.1552346570397112,RGB,JPEG,RGB,,170129c88ba119b09e3ff847d0c1cb0afaff0a89706924f3dca3f9094b783bca,41404,ok,
data/flower_photos/daisy/14088053307_1a13a0bf91_n.jpg,data/flower_photos/daisy/14088053307_1a13a0bf91_n.jpg,daisy,320,240,1.3333333333333333,RGB,JPEG,RGB,,80fed52c77b9cbd708ff16ea1c98247baba9e01bd3870bde75aef1b0087a4c20,58724,ok,
data/flower_photos/daisy/14114116486_0bb6649bc1_m.jpg,data/flower_photos/daisy/14114116486_0bb6649bc1_m.jpg,daisy,159,240,0.6625,RGB,JPEG,RGB,,ca983bc452eae7271e0fa377d581d1eeaa88d20a626f786e080e390c6a5fe19f,29523,ok,
data/flower_photos/daisy/14147016029_8d3cf2414e.jpg,data/flower_photos/daisy/14147016029_8d3cf2414e.jpg,daisy,500,335,1.492537313432836,RGB,JPEG,RGB,,dee6d91180e9b664305d8133231c8670f3db7c15a3199a5f716b8642ccdf89c1,108350,ok,
data/flower_photos/daisy/14163875973_467224aaf5_m.jpg,data/flower_photos/daisy/14163875973_467224aaf5_m.jpg,daisy,159,240,0.6625,RGB,JPEG,RGB,,55a7d0d3783b2943de053e0ae504c6d65252b4ab19c6153bb3dacc0270d73a1d,18639,ok,
data/flower_photos/daisy/14167534527_781ceb1b7a_n.jpg,data/flower_photos/daisy/14167534527_781ceb1b7a_n.jpg,daisy,320,240,1.3333333333333333,RGB,JPEG,RGB,,2aa2f678a6542c4e07d353ebd8525779fb6be984d62ebf28faae2312cde9b0e0,29644,ok,
data/flower_photos/daisy/14167543177_cd36b54ac6_n.jpg,data/flower_photos/daisy/14167543177_cd36b54ac6_n.jpg,daisy,320,240,1.3333333333333333,RGB,JPEG,RGB,,de985a007b820441a41377b4f14d2e8a3d9a66c303fb3c9527ef3420c4b34814,30617,ok,
data/flower_photos/daisy/14219214466_3ca6104eae_m.jpg,data/flower_photos/daisy/14219214466_3ca6104eae_m.jpg,daisy,180,240,0.75,RGB,JPEG,RGB,,880032f94c187508b4a5470b0955bac655f90743d5a51cb7fbb0f8adab411cfb,14258,ok,
data/flower_photos/daisy/14221836990_90374e6b34.jpg,data/flower_photos/daisy/14221836990_90374e6b34.jpg,daisy,500,331,1.5105740181268883,RGB,JPEG,RGB,,7eeb3e3e8445f7ee320841150019f67bd4f4cfee6db02272d1e2084c98077c73,64139,ok,
data/flower_photos/daisy/14221848160_7f0a37c395.jpg,data/flower_photos/daisy/14221848160_7f0a37c395.jpg,daisy,500,331,1.5105740181268883,RGB,JPEG,RGB,,8cd58a5875c268a2f98eae3782b39eebdae2817aaa2e5802efc2dff75a801222,117064,ok,
data/flower_photos/daisy/14245834619_153624f836.jpg,data/flower_photos/daisy/14245834619_153624f836.jpg,daisy,500,333,1.5015015015015014,RGB,JPEG,RGB,,4c4500fba9d61a5a4adcbf70d9113f18496b4e30e1d0bfdc878f5281450bd4ed,20253,ok,
data/flower_photos/daisy/14264136211_9531fbc144.jpg,data/flower_photos/daisy/14264136211_9531fbc144.jpg,daisy,500,281,1.7793594306049823,RGB,JPEG,RGB,,32b0b9aaf6b530022e1b7b9e6ceb0493d6f63d7df7020e4ae52d5153acea20a0,44369,ok,
data/flower_photos/daisy/14272874304_47c0a46f5a.jpg,data/flower_photos/daisy/14272874304_47c0a46f5a.jpg,daisy,500,335,1.492537313432836,RGB,JPEG,RGB,,c4cc012f6060abfc1b5c133fd2f0bfda99d6fe92699a74d0c8beea66836cb5aa,119329,ok,
data/flower_photos/daisy/14307766919_fac3c37a6b_m.jpg,data/flower_photos/daisy/14307766919_fac3c37a6b_m.jpg,daisy,158,240,0.6583333333333333,RGB,JPEG,RGB,,60f0db0c175f8a97f9d8b8931cd24595e7d41e20412702f3c5a41f4b9dbbbc9c,17454,ok,
data/flower_photos/daisy/14330343061_99478302d4_m.jpg,data/flower_photos/daisy/14330343061_99478302d4_m.jpg,daisy,200,240,0.8333333333333334,RGB,JPEG,RGB,,31de74e3ad5ccb69ba2239ad67ba80dcafd7edb8a52340952f4cd3c5cc0db739,27535,ok,
data/flower_photos/daisy/14332947164_9b13513c71_m.jpg,data/flower_photos/daisy/14332947164_9b13513c71_m.jpg,daisy,231,240,0.9625,RGB,JPEG,RGB,,79345e0cc5959b570afe7b10c951b273efc4955fe25b0c3c4f71abccff99a3c6,29384,ok,
data/flower_photos/daisy/14333681205_a07c9f1752_m.jpg,data/flower_photos/daisy/14333681205_a07c9f1752_m.jpg,daisy,187,240,0.7791666666666667,RGB,JPEG,RGB,,4233d5caac558c2948f541ecc6ea9c91bf7676fa0a966f593e96f5fa8bf098f7,25400,ok,
data/flower_photos/daisy/14350958832_29bdd3a254.jpg,data/flower_photos/daisy/14350958832_29bdd3a254.jpg,daisy,500,333,1.5015015015015014,RGB,JPEG,RGB,,8860100671b897490f5dca36bb7c6437a295506fa96dfaa2e69f4a3f1a01033e,45995,ok,
data/flower_photos/daisy/14354051035_1037b30421_n.jpg,data/flower_photos/daisy/14354051035_1037b30421_n.jpg,daisy,320,240,1.3333333333333333,RGB,JPEG,RGB,,bd4fe0c2fe9a0bd456747009d64ca97dffb8e74d270b4aa46f3cf52b4ed849fc,35883,ok,
data/flower_photos/daisy/14372713423_61e2daae88.jpg,data/flower_photos/daisy/14372713423_61e2daae88.jpg,daisy,500,333,1.5015015015015014,RGB,JPEG,RGB,,5e30a46cf938ee102602aefe41c0f5000247ead1792df63ee05e231c5c5d8a5b,51728,ok,
data/flower_photos/daisy/14399435971_ea5868c792.jpg,data/flower_photos/daisy/14399435971_ea5868c792.jpg,daisy,500,281,1.7793594306049823,RGB,JPEG,RGB,,a27c0b696715e1266445df0c021b91982b6623c005475ae800dcc1572ca36958,33668,ok,
data/flower_photos/daisy/14402451388_56545a374a_n.jpg,data/flower_photos/daisy/14402451388_56545a374a_n.jpg,daisy,320,213,1.5023474178403755,RGB,JPEG,RGB,,74488a9806a6b44b881ef112b67b0634491d86296cb789bcc8f126ee231cfeb0,45997,ok,
data/flower_photos/daisy/144076848_57e1d662e3_m.jpg,data/flower_photos/daisy/144076848_57e1d662e3_m.jpg,daisy,199,240,0.8291666666666667,RGB,JPEG,RGB,,1e5906597e0a2aace8376086df065baa9af1d621442364a4ece2a074215fe46e,28737,ok,
data/flower_photos/daisy/144099102_bf63a41e4f_n.jpg,data/flower_photos/daisy/144099102_bf63a41e4f_n.jpg,daisy,320,240,1.3333333333333333,RGB,JPEG,RGB,,5954cd411525e1464be6de5f03fabdb38b0b99811f5af89c4e6e4d08aa969e47,57568,ok,
data/flower_photos/daisy/1441939151_b271408c8d_n.jpg,data/flower_photos/daisy/1441939151_b271408c8d_n.jpg,daisy,320,213,1.5023474178403755,RGB,JPEG,RGB,,8980c634d623fd28c15f5a99647c275f3276c98d01fbde4067f744d5550a8cd5,19064,ok,
data/flower_photos/daisy/14421389519_d5fd353eb4.jpg,data/flower_photos/daisy/14421389519_d5fd353eb4.jpg,daisy,500,333,1.5015015015015014,RGB,JPEG,RGB,,b8cde33eaaec67100b52d7f94b7a3f678342360257f580cc50253042006ec0d6,39408,ok,
data/flower_photos/daisy/144603918_b9de002f60_m.jpg,data/flower_photos/daisy/144603918_b9de002f60_m.jpg,daisy,212,240,0.8833333333333333,RGB,JPEG,RGB,,d5482b4c8bd9130304ede99f36c09bce54a279bc1cd5ac35231dd81fe768d222,18390,ok,
data/flower_photos/daisy/14471433500_cdaa22e3ea_m.jpg,data/flower_photos/daisy/14471433500_cdaa22e3ea_m.jpg,daisy,240,240,1.0,RGB,JPEG,RGB,,f6470ed4854ba780477d24202758cffcc8d00b7fc1506b8fb67316898230c8a7,41728,ok,
data/flower_photos/daisy/14485782498_fb342ec301.jpg,data/flower_photos/daisy/14485782498_fb342ec301.jpg,daisy,500,334,1.4970059880239521,RGB,JPEG,RGB,,b34fd961e8639b11f111e48aba4578ef5390b26d6b27804f5d41668915457e79,36056,ok,
data/flower_photos/daisy/14507818175_05219b051c_m.jpg,data/flower_photos/daisy/14507818175_05219b051c_m.jpg,daisy,240,240,1.0,RGB,JPEG,RGB,,ddbc80a266bbf50de76099281be641dcca86a16f356daee4b70ef68a0f11235b,15365,ok,
data/flower_photos/daisy/14523675369_97c31d0b5b.jpg,data/flower_photos/daisy/14523675369_97c31d0b5b.jpg,daisy,500,333,1.5015015015015014,RGB,JPEG,RGB,,dcf69539bd43744c5228d9c04207c8d93a111233ea4a89b65f3bb406505e600e,79226,ok,
data/flower_photos/daisy/14551098743_2842e7a004_n.jpg,data/flower_photos/daisy/14551098743_2842e7a004_n.jpg,daisy,320,224,1.4285714285714286,RGB,JPEG,RGB,,0bedc7fb6b6e8386af344ce1278f903ae318e326244f75bc76c3125a470c8e7b,43643,ok,
data/flower_photos/daisy/14554906452_35f066ffe9_n.jpg,data/flower_photos/daisy/14554906452_35f066ffe9_n.jpg,daisy,320,236,1.3559322033898304,RGB,JPEG,RGB,,bdfeb5230e6239d25d7f693c098c05a80c31e0d8fb0a2cea74b47659b8fa891e,58433,ok,
